"zone","truedate","mean_pai","se_pai","mean_pai_toc","se_pai_toc","mean_pai_us","se_pai_us","mean_modis_lai","se_modis_lai","mean_meanpavd","se_meanpavd","mean_sdvfp","se_sdvfp","mean_nirv","se_nirv","mean_fpar","se_fpar","mean_apar","se_apar","mean_sif743","se_sif743","mean_sif743_cor","se_sif743_cor","mean_sif_par","se_sif_par","mean_sifs_par","se_sifs_par","mean_sif_parm","se_sif_parm","mean_sifs_parm","se_sifs_parm","mean_sif_apar","se_sif_apar","mean_phif","se_phif","mean_phifm","se_phifm","mean_fesc","se_fesc","mean_pri_nar","se_pri_nar","mean_cci","se_cci","mean_sif_rel_tropo","se_sif_rel_tropo","mean_ndvi_tropo","se_ndvi_tropo","mean_nirv_tropo_refl","se_nirv_tropo_refl","mean_nirv_tropo_rad","se_nirv_tropo_rad","mean_phifm_tropo_rad","se_phifm_tropo_rad","mean_phifm_tropo_refl","se_phifm_tropo_refl","mean_phif_tropo_refl","se_phif_tropo_refl","mean_fesc_tropo_rad","se_fesc_tropo_rad","mean_fesc_tropo_refl","se_fesc_tropo_refl","mean_sif_fesc_mod","se_sif_fesc_mod","mean_sif_fesc_tr","se_sif_fesc_tr","mean_iprec","se_iprec","mean_vpd","se_vpd","doymin","nsif","npai","nsifparm","year"
"I",2019-01-01,NA,NA,NA,NA,NA,NA,5.35019613391013,0.00773119113588147,NA,NA,NA,NA,0.283240576028687,0.000174245508746603,0.841027578722187,0.000479992415956938,139367.706455412,226.328096675176,1.45613069619491,0.00190971097950243,0.506653285730721,0.00068474973807885,3.31769969879088e-06,4.53811965779517e-09,9.54395935427167e-06,1.27911676130227e-08,7.06266180034943e-07,9.69987793867036e-10,2.03223455374297e-06,2.74012771698572e-09,3.75260598318316e-06,1.16436550154548e-08,1.17485555666032e-05,2.27176743914713e-08,2.46466805846136e-06,4.6908298105651e-09,0.330145292163766,0.000419574627182922,-0.0875558857120734,6.91138875635372e-05,0.190469900485104,0.000312259125884032,0.00466078109612467,5.87740835655371e-06,0.543664904046535,0.000764929659401851,0.175237883553315,0.00025446266154985,58.7629405156849,0.0847663376213885,1.30585222288001e-08,2.11930934540975e-11,4.38553501380779e-06,7.16736412696093e-09,2.05452527707403e-05,3.25240367865123e-08,70.0009685117757,0.208153166894503,0.20776269706317,0.00061335216897266,1.56422617461818,0.00511258333851083,2.62649903240612,0.00831646401603724,145.340621662456,0.267923695846664,2.45566009924398,0.000683992288709012,1,68083,0,68083,"2019"
"I",2019-01-17,NA,NA,NA,NA,NA,NA,5.39597557665585,0.00806506147582595,NA,NA,NA,NA,0.280535571709423,0.000181323161641099,0.841096752894072,0.000526837797119782,148705.494862724,290.886329030591,1.49185007624893,0.00182906614670027,0.513642655860359,0.000645630323651972,3.31707171933491e-06,4.7224494389746e-09,9.63978121404374e-06,1.35425949058787e-08,6.98555059140391e-07,9.05979192546931e-10,2.03024566494314e-06,2.58561002765298e-09,3.57550613903032e-06,1.13226135457115e-08,1.13077804686968e-05,2.4828288582595e-08,2.39458871286407e-06,4.52479304058823e-09,0.325164201159657,0.000387398504379063,-0.0887418174014023,6.79752397776079e-05,0.178954016868618,0.000326956239269823,0.00451599294283056,5.10242012391201e-06,0.450171728184678,0.000399124635894069,0.147576266680497,0.000139780731360292,50.7511391344888,0.046667394880862,1.40380251962366e-08,1.77632820082523e-11,4.83890711753579e-06,6.1796548751801e-09,2.29796204639077e-05,3.20372592414879e-08,61.6034385047346,0.122859270570499,0.178424186036136,0.000361133129937277,1.56967520226139,0.0046678323647022,2.88785625433026,0.00717074107360773,120.712780738702,0.239750063967255,2.4615863633723,0.000678473508919856,17,72783,0,72783,"2019"
"I",2019-02-02,NA,NA,NA,NA,NA,NA,5.1864897714741,0.00909496057649613,NA,NA,NA,NA,0.281404838683564,0.000183160721404126,0.829323385634023,0.000597221763444588,149544.433510258,213.092443657743,1.53374907025635,0.00199972371887875,0.525122336612727,0.00070093201058784,3.11958076170885e-06,4.15549847166775e-09,9.1200726399028e-06,1.197769359657e-08,7.11084403990775e-07,9.75801168296523e-10,2.07852837327847e-06,2.80875812355927e-09,3.60893374355575e-06,1.07665477842032e-08,1.10491855966286e-05,2.21509175253852e-08,2.48187193089191e-06,4.94476355294974e-09,0.331032565308873,0.000452627099040488,-0.0879058368534967,7.18335189847288e-05,0.176053564677015,0.000360272463674429,0.00448449789627208,5.41103245208885e-06,0.44957987341005,0.000436409724267153,0.149006456710665,0.000155866568871972,52.183934700712,0.0526110937687688,1.39192823360852e-08,1.85196529315876e-11,4.89064572403946e-06,6.58488435346402e-09,2.15018509643827e-05,2.86618473316692e-08,65.7187820908223,0.146483215751037,0.187199317682328,0.000427432821089283,1.64592146845565,0.00567787525789714,2.89501384267115,0.00771710201581445,134.119009852737,0.274669061489212,2.45115444718519,0.000662583788562756,33,66599,0,66599,"2019"
"I",2019-02-18,NA,NA,NA,NA,NA,NA,5.25799291477961,0.00857791873146052,NA,NA,NA,NA,0.265827256574381,0.000233893158833506,0.832403028073371,0.000565363029117194,159827.793842251,281.789430188588,1.43503793471137,0.00211615296535539,0.489839774146704,0.000738585870560234,2.91404936634221e-06,4.87318908554055e-09,8.52854019871456e-06,1.39566258489896e-08,6.76413539486749e-07,1.12481180863243e-09,1.9807377500128e-06,3.22326966419479e-09,2.94413476474592e-06,1.06612180298277e-08,9.68870576436407e-06,2.67206561942052e-08,2.21653630519793e-06,5.72166537507541e-09,0.303681028191999,0.000381425680256621,-0.0829328984319855,8.40376240737488e-05,0.15581757458343,0.000411647817992035,0.00412484515698891,5.33395536311658e-06,0.476376873877661,0.00060859033597695,0.157912232788232,0.00021198262467761,55.6329897920656,0.0733051500324723,1.27083235633186e-08,2.01657425431497e-11,4.49652027749583e-06,7.25327997178908e-09,1.93241226271011e-05,3.16095684603288e-08,65.3558571876101,0.171145671210697,0.186088029053298,0.000494061047143035,1.45874420486806,0.00518731113061895,2.53809820126523,0.00776198260616056,131.46969212319,0.357608675736915,2.46573757637089,0.00075751428265743,49,68714,0,68714,"2019"
"I",2019-03-06,NA,NA,NA,NA,NA,NA,5.41839256220343,0.00514000158157033,NA,NA,NA,NA,0.26905874485548,0.000154682994785866,0.843758026418797,0.000320925783063701,159901.458156968,142.206140661983,1.44762070440645,0.00186385781425065,0.494526337061262,0.000643412309679712,2.70743478590224e-06,3.71616831851339e-09,7.92783529833792e-06,1.08057813723787e-08,6.2687623583792e-07,8.92144872281867e-10,1.83508093683515e-06,2.58935915341479e-09,2.93528577720624e-06,6.45756141113838e-09,9.3331855909434e-06,1.70560653823256e-08,2.13869538731658e-06,3.96362826635935e-09,0.310114179306442,0.000239486742448657,-0.0848716431732891,5.43735747395696e-05,0.156195484750886,0.000286345611096859,0.00423950241215292,4.99841201405586e-06,0.438277236811586,0.000361142483805174,0.144788907489945,0.000127084596727514,50.5103789585845,0.0416031724569064,1.25007990658953e-08,1.6562055231911e-11,4.38472112813066e-06,5.94422084569638e-09,1.90019896166117e-05,2.54186527119669e-08,59.0805342322305,0.075185560535484,0.16958836853601,0.000229775262099802,1.46159192560144,0.00335014827781726,2.75368907776769,0.00526828005986043,122.457296139662,0.249749627313378,2.43835509727332,0.00062006440634813,65,77849,0,77849,"2019"
"I",2019-03-22,NA,NA,NA,NA,NA,NA,5.55951504643768,0.00669902843741977,NA,NA,NA,NA,0.266868037103553,0.000194709366850506,0.849468562117228,0.000430485268332948,154251.925613472,235.928439055056,1.3696635110148,0.00194999935036876,0.471198661564957,0.000681995746623644,2.70018946435102e-06,4.47851108607864e-09,7.84446366945968e-06,1.28111053802029e-08,6.23758116505804e-07,9.93153138613055e-10,1.81253967380968e-06,2.83953832595803e-09,2.91586180607879e-06,8.76916844164293e-09,9.81631736030387e-06,2.55405233798757e-08,2.12074504024346e-06,5.34488403907521e-09,0.304933501999242,0.000294550226559473,-0.0831840631655443,7.42877077209626e-05,0.163956504677299,0.000369495922590075,0.0041814652385951,5.45401847061509e-06,0.441949685134959,0.000433809826226869,0.144403146610856,0.000146358333003682,49.0259316347125,0.0458024472386451,1.28367489522189e-08,1.90060465231143e-11,4.38617391925979e-06,6.62597303079923e-09,1.89466981276599e-05,2.95675504811551e-08,56.6111498667245,0.0931582988659027,0.166753648291307,0.000296623970289831,1.36524247034182,0.00435761542046729,2.63481891304108,0.00663829277011903,128.292500006399,0.340738214405637,2.43749874844116,0.000696039777916959,81,65426,0,65426,"2019"
"I",2019-04-07,4.28303046086255,0.0934185293498779,1.54993033759734,0.0890673783133811,2.60120386937085,0.0471932380792948,5.42951348325707,0.00595499428334717,0.0303303936277242,0.000633697780016891,0.0601063114317024,0.00125833154633898,0.266867418873967,0.000159774094655854,0.850173015203688,0.000378964793426911,151284.53994199,146.355134377786,1.23072007119762,0.0016673393296987,0.42474388448554,0.000580395360043838,2.53968216943072e-06,3.76676436803655e-09,7.35700381370902e-06,1.08095429350246e-08,5.88307435535299e-07,8.25447914660102e-10,1.70453318132131e-06,2.36994291054539e-09,2.65022707008484e-06,7.65011853041608e-09,8.85553624559633e-06,1.89679424115529e-08,2.06652295844057e-06,4.18269266408375e-09,0.307599926773567,0.000300476627736021,-0.0854338969275192,6.73841266936861e-05,0.173824128912034,0.000312871852359763,0.00409514348799342,5.19452686076286e-06,0.526998597645966,0.000687920634547816,0.166093951337558,0.000224518705181526,54.0818452982557,0.0734445996365276,1.17799226180333e-08,1.99380024609853e-11,3.86081113284724e-06,6.79457120430976e-09,1.67094115870622e-05,3.09348717796485e-08,63.2682447842397,0.159972534711532,0.197454474722215,0.000488708958564283,1.26305883793651,0.00395280961321486,2.14967553864961,0.00679162137287326,155.156260770761,0.279250772623477,2.39090428723886,0.000549331340992266,97,72380,34,72380,"2019"
"I",2019-04-23,4.13602500100469,0.0455325382496219,1.5488986429087,0.0394971447358711,2.39955671083095,0.0229083430768047,5.55812474928285,0.00315856395653278,0.0280778647725319,0.00026626669751776,0.0552313262899948,0.000546915379476916,0.257502239265387,0.0001023251099568,0.864885099895263,0.000202089313261733,151480.932119097,108.428014144003,1.30312434089967,0.00142752804965669,0.450883232700827,0.000500050670012413,2.6704336636132e-06,3.29255552302328e-09,7.71598131047603e-06,9.40097967881243e-09,5.98685233457925e-07,6.93664955183748e-10,1.7299894325535e-06,1.97803742336507e-09,2.92975162188111e-06,4.86507536525174e-09,1.00427362543999e-05,1.3623740499042e-08,2.22076311505528e-06,2.83750482293798e-09,0.294947122789432,0.000133094654159397,-0.0879385274528254,4.25060431504972e-05,0.168201799443451,0.00021100538115674,0.00465256865685977,4.85121370493102e-06,0.46438844194077,0.000371337988928614,0.14229157870425,0.000110239103637882,44.5194495598337,0.0321294942920851,1.36714534409075e-08,1.65481339413498e-11,4.32352407820049e-06,5.65397367898173e-09,1.91710372764952e-05,2.47490246981922e-08,51.2650968620527,0.0484749063332459,0.167293341992295,0.000167932707404953,1.46519112253158,0.00218715744916474,2.649525985451,0.0041377367129817,124.819016236901,0.229074128786569,2.39461500901459,0.000541329531111747,113,79221,215,79221,"2019"
"I",2019-05-09,4.16920027857512,0.0484851880423324,1.482119102591,0.0462335474435387,2.50195062082577,0.0251492570952176,5.30829712970703,0.0046452976783376,0.0293710714364363,0.000364212025627042,0.0581782715626402,0.000739657361304211,0.254109171499393,0.000133318975206755,0.860713126481363,0.000289128353621908,156851.62718859,151.958611062083,1.23573412100968,0.00169362304658563,0.425527141595992,0.000590160130565427,2.66186759469844e-06,4.18502393610495e-09,7.72552227263614e-06,1.20047225845577e-08,6.18216289036066e-07,9.19452172041117e-10,1.79506277540296e-06,2.64114205726732e-09,2.68330707351827e-06,7.03443979215415e-09,9.45954817195943e-06,1.98389875238091e-08,2.25625593513222e-06,4.29452844762933e-09,0.290895187667134,0.000171405831971108,-0.0887362600115222,5.72502541859434e-05,0.158361781499672,0.000326610853570824,0.00462250667865394,6.1025915988033e-06,0.513596126466303,0.000692668403462033,0.154672890603267,0.000207060116678233,46.9113590029987,0.06494003072571,1.39804356957393e-08,2.35638033507897e-11,4.27408279342565e-06,7.63537495563069e-09,1.83611888621446e-05,3.31278174563104e-08,53.2168571766253,0.0962470986334473,0.182164370062033,0.000320696720568035,1.36581564300415,0.00304709734637847,2.33467399540148,0.005786454788066,157.102962604885,0.398673879101646,2.45499607777567,0.000773592606453285,129,62596,153,62596,"2019"
"I",2019-05-25,4.26546854305762,0.0300298241161049,1.53453433467317,0.0364149505394362,2.53055078069163,0.0148805454112306,5.322050763808,0.00356171702089089,0.0293305885201137,0.000269131061199336,0.0574285326033367,0.00053896864874038,0.252233826779724,0.000112452033046965,0.863528544629032,0.000229739853430833,164008.122016669,107.640327478486,1.31878655698149,0.00157362730899298,0.452913323151448,0.000548505149199613,2.55651228895946e-06,3.47343459141145e-09,7.43962018487402e-06,9.95137206550786e-09,5.95607256761945e-07,7.5536909308988e-10,1.73357233564972e-06,2.16000090045044e-09,2.6985781819192e-06,4.97456968229796e-09,9.64728502595034e-06,1.41774758988574e-08,2.26929760256329e-06,3.09682221750213e-09,0.288221553437167,0.00013966785797468,-0.0891413501502942,4.39387638285463e-05,0.164385524036939,0.000272333373975327,0.00514347332501881,5.8193552615536e-06,0.487517997351463,0.000414084390432054,0.144495840704699,0.000119092290709404,42.4360568650484,0.0323787524010645,1.42908169292897e-08,1.8826598382075e-11,4.256098731386e-06,6.13565337959753e-09,1.82798448924319e-05,2.78396683362481e-08,49.2668961520808,0.0476779880011074,0.173036409505,0.000175702019251447,1.49013807663728,0.00239286097012,2.56000810971022,0.0044797709765432,93.2300364222814,0.287435158615481,2.587390479671,0.000973283272028192,145,70359,193,70359,"2019"
