"georeg_agg","doymin","mean_pai","se_pai","mean_pai_toc","se_pai_toc","mean_pai_us","se_pai_us","mean_modis_lai","se_modis_lai","mean_meanpavd","se_meanpavd","mean_sdvfp","se_sdvfp","mean_nirv","se_nirv","mean_fpar","se_fpar","mean_apar","se_apar","mean_sif743","se_sif743","mean_sif743_cor","se_sif743_cor","mean_sif_par","se_sif_par","mean_sifs_par","se_sifs_par","mean_sif_parm","se_sif_parm","mean_sifs_parm","se_sifs_parm","mean_sif_apar","se_sif_apar","mean_phif","se_phif","mean_phifm","se_phifm","mean_fesc","se_fesc","mean_pri_nar","se_pri_nar","mean_cci","se_cci","mean_sif_rel_tropo","se_sif_rel_tropo","mean_ndvi_tropo","se_ndvi_tropo","mean_nirv_tropo_refl","se_nirv_tropo_refl","mean_nirv_tropo_rad","se_nirv_tropo_rad","mean_phifm_tropo_rad","se_phifm_tropo_rad","mean_phifm_tropo_refl","se_phifm_tropo_refl","mean_phif_tropo_refl","se_phif_tropo_refl","mean_fesc_tropo_rad","se_fesc_tropo_rad","mean_fesc_tropo_refl","se_fesc_tropo_refl","mean_sif_fesc_mod","se_sif_fesc_mod","mean_sif_fesc_tr","se_sif_fesc_tr","mean_iprec","se_iprec","mean_vpd","se_vpd","nsif","npai","nsifparm"
"NWA",161,4.22910836190556,0.0227837971557969,1.66648458977858,0.0190156755899131,2.38256671647916,0.0104071610812864,5.43175825410884,0.00279811092679323,0.0279456734304027,0.000147488483182667,0.0546328318073375,0.000284823970263578,0.251967469735081,8.13355921000937e-05,0.871080563359974,0.000166885200734102,158963.121505019,143.914520517716,1.22423750972194,0.0012827567420883,0.418367965124786,0.000441905784256788,2.58188348614191e-06,3.52862250348892e-09,7.54311536278921e-06,1.01323972202027e-08,6.41086434418714e-07,7.46404079112899e-10,1.87523991603519e-06,2.16009478342183e-09,2.74937286455396e-06,5.19316639395214e-09,9.75316133341859e-06,1.44031125383595e-08,2.48323020970721e-06,3.17047927000138e-09,0.286998219606044,0.000112977009741388,-0.0834110566607992,5.00739761394676e-05,0.176099387718904,0.000175848847951899,0.00473510657758728,5.00262287542344e-06,0.50700224173612,0.000430148104665302,0.152581066978712,0.000129569329539289,44.6517456271807,0.0364860920932419,1.47777490044215e-08,1.86832343505199e-11,4.36047078520959e-06,5.82012362161021e-09,1.76172005750183e-05,2.65414544723778e-08,51.3818189418803,0.0556337458035097,0.178077924804357,0.000198081548335777,1.45502555352606,0.00210225393839192,2.41990441894783,0.00378235822144087,121.042207918182,0.268816730140279,2.56691497221471,0.000988423039231796,87926,522,87926
"NWA",177,4.09038613051796,0.0312325835904422,1.56208343466628,0.0220873345016872,2.33808545757937,0.0160116628543525,5.45897006411166,0.00313445882163111,0.0280898075451855,0.000189851607543194,0.0555010675592456,0.000380397017932832,0.252130055734616,8.70871728474463e-05,0.871033705268149,0.000197459077773863,152088.301829906,111.697274921382,1.20162506495393,0.00136550965214051,0.409054388856154,0.000467777016766968,2.46874406395835e-06,2.94835619011483e-09,7.24802682321827e-06,8.56528032261775e-09,6.43959349925285e-07,8.00204486323477e-10,1.89097886866204e-06,2.32945185296924e-09,2.73783531764367e-06,4.61562506063469e-09,9.59550775809382e-06,1.3353767252697e-08,2.52510956004293e-06,3.70315909410008e-09,0.287318729021682,0.000113067009022199,-0.0845929285043056,5.09261050074111e-05,0.168549249440817,0.000185054257771593,0.00454611244069836,5.2217066095134e-06,0.48921090420606,0.00038467307400829,0.148911165614866,0.000103508643592304,43.7146566126005,0.0283513066400699,1.49845125100926e-08,1.99913490934001e-11,4.42744135708433e-06,6.14201907014317e-09,1.69626729473275e-05,2.22437650321945e-08,50.8113322696505,0.0430131101795831,0.175119867009812,0.000156963741053472,1.43599948720815,0.00239085963239297,2.37207267627662,0.00388966768482799,114.577169168888,0.252898960204629,2.68471965732544,0.00120065244549503,81742,433,81742
"NWA",193,4.27353367905168,0.030193184427986,1.69302402740468,0.0242224611491908,2.40867558298211,0.0166456373355028,5.61995322364392,0.00254066481693025,0.0288495889731816,0.000238201583384131,0.0564856650729628,0.000430170929462921,0.256437191238573,7.79284498475714e-05,0.878225643601362,0.000152435204473998,171995.717426239,136.0165157347,1.25584606144519,0.00130905778485995,0.425401447295366,0.000445732290102437,2.40420439382992e-06,3.06648948662973e-09,7.08771235207722e-06,8.88353696693347e-09,6.4311667317936e-07,7.68120070153487e-10,1.89797559254258e-06,2.25126688053622e-09,2.54017924150826e-06,3.96778604194842e-09,8.9570906497923e-06,1.2337317918899e-08,2.41722307616555e-06,3.08797371654101e-09,0.290011660639519,9.73864806070935e-05,-0.0838886800328191,4.78778462854398e-05,0.1704900118867,0.000172088535521597,0.0046914079776614,4.94663128665644e-06,0.513995261290313,0.000362606923316636,0.15477586812494,9.95680933205921e-05,46.3986325744199,0.0276673688325588,1.40318715440152e-08,1.73374805055136e-11,4.23454958436095e-06,5.47043487455244e-09,1.58507875312417e-05,2.16710137258017e-08,53.2393097436163,0.0387358008601613,0.180552635878288,0.000140470953222521,1.4693024659538,0.00191910383137207,2.37991964991018,0.00312527573892116,103.170403505135,0.246084201476797,2.65470743925015,0.000954795388994787,82398,287,82398
"NWA",209,4.30827653085448,0.0185570567973709,1.75447002232084,0.0143325647393252,2.39144950905412,0.00907059812539083,5.87306864680604,0.00155885692987845,0.0278347057203964,0.00010118273486817,0.0551482534957762,0.000207969683795945,0.255167912880599,6.327275462992e-05,0.884440451121901,8.95884632891546e-05,199839.184645333,133.404216846125,1.24169114807494,0.00120756336871321,0.422802639481019,0.000413287482094327,1.96640794192086e-06,2.43168702201584e-09,5.76711025804166e-06,6.99341810841574e-09,5.54122397136058e-07,6.48181018043907e-10,1.62657517410571e-06,1.88578005601218e-09,2.18005394757178e-06,2.77536194178363e-09,7.60342532443376e-06,9.06043926753779e-09,2.14103691638509e-06,2.41569233621924e-09,0.288226481760184,6.71635160162114e-05,-0.0810371985808697,3.60526894545276e-05,0.156303441219159,0.000133656886972764,0.00464416250021283,4.60237011337234e-06,0.577939525942912,0.000487625459453706,0.171085381111654,0.000130849378182527,52.3433527479613,0.0377993975712912,1.08289541587416e-08,1.35058422435683e-11,3.33867483976275e-06,4.389393179034e-09,1.18986730199508e-05,1.66557945135606e-08,59.2640184293088,0.0452866736070601,0.194591167130258,0.000157436856294072,1.47095654251637,0.00144784395453824,2.23018316074624,0.00245367045536495,38.29704560328,0.148484317026216,2.61905092773348,0.0011119032421883,83398,776,83398
"NWA",225,4.15039809637292,0.0263605057121587,1.58084299399756,0.0207668028203461,2.39828443679699,0.0124285251967882,5.97867081165228,0.00185918529702778,0.02952902124285,0.000184388872204815,0.058201906561505,0.000349171030693699,0.259492364804641,6.8966921979337e-05,0.880271695902187,0.000104957592257227,193716.051316154,127.722219603519,1.24873074216334,0.0014023663538315,0.429023476945157,0.000487651667492512,2.01623129509857e-06,2.53607428235768e-09,5.86809405816422e-06,7.30046503489488e-09,5.65882559043548e-07,7.05177982627719e-10,1.64708410158048e-06,2.03020412324145e-09,2.25847876541173e-06,3.15616981551742e-09,7.74001883854324e-06,1.00181500918159e-08,2.16258715829357e-06,2.73046129804528e-09,0.294449597314341,7.56643934807245e-05,-0.079466872949582,3.81148878275954e-05,0.153725035517022,0.000141523616277355,0.00448984209766318,4.95932546933011e-06,0.537570121954253,0.000362356417127632,0.161510602241313,0.000112139063203305,51.1535970435021,0.0330539607608368,1.12221452780982e-08,1.50500660038689e-11,3.5748602480318e-06,4.9863711339714e-09,1.27252269112597e-05,1.69420783617521e-08,58.2883461910479,0.0406431014324358,0.184734546844933,0.000137650651629452,1.45374358512341,0.00180155324394904,2.34323875954433,0.00292635070419178,90.3399386153753,0.193319967734449,2.62275608633042,0.00117372158779682,81027,430,81027
"NWA",241,4.19307212657492,0.0221588567478925,1.65279659864978,0.0177879260874735,2.38956965569039,0.010946076199039,6.15878202961044,0.00133086964995056,0.0291467887860998,0.00015277020844433,0.0578528203883431,0.000312152903895183,0.264267363521578,6.79923541511754e-05,0.885203553986561,7.82891178023158e-05,188338.552622075,114.636532892138,1.33383557696937,0.00144581874713298,0.461669371124522,0.000508154072209378,2.21707874612049e-06,2.70946977535418e-09,6.40466418113131e-06,7.71274843760319e-09,5.65409893987464e-07,6.86998711162288e-10,1.63350121497242e-06,1.95679668377976e-09,2.49967164627368e-06,3.24545849697822e-09,8.40656140530435e-06,1.03972515478712e-08,2.12042219724379e-06,2.51838995248043e-09,0.29837444051357,7.31192344547086e-05,-0.0822949059293724,3.40640727131419e-05,0.154844323657112,0.000132621024401434,0.00463020961365451,4.82646877332734e-06,0.528273765617737,0.00034323887216287,0.161416718932806,0.000113148017100284,52.3999840674584,0.0342665388349024,1.08789399763404e-08,1.30655590544566e-11,3.54681115415172e-06,4.37542235279799e-09,1.3928171428961e-05,1.67199446624412e-08,59.1929308939885,0.0406149476097556,0.182452325311953,0.000133975512847701,1.54302498833262,0.00176128051243127,2.55259520444255,0.00284901717143562,83.9541648637187,0.158313709945118,2.5298621004746,0.00104743738783573,81825,568,81825
"NWA",257,4.17346778160297,0.0287275175570733,1.55223132940646,0.0263290479048499,2.44864580757129,0.0159318205776477,6.18378315346017,0.00187523446880767,0.0297260348661947,0.000218478580817656,0.0589873453208841,0.000440834241467564,0.27381708720062,6.77254968178336e-05,0.883006287656703,0.00010510192736186,203280.957083137,117.089887596897,1.3869210712852,0.00136113636714825,0.487157221083586,0.000488921740216675,2.19043264754878e-06,2.55669641259523e-09,6.23728919271313e-06,7.16972466434008e-09,5.83781658891398e-07,6.49885559343974e-10,1.66193987194529e-06,1.81260557618879e-09,2.43656689962078e-06,3.31029674785845e-09,7.94911177843771e-06,9.61595516725438e-09,2.11603926171362e-06,2.38189881294928e-09,0.309351485858222,8.19085925629946e-05,-0.0813899095939083,3.6624228374459e-05,0.166062889861442,0.000134316655659099,0.00476581028602109,4.2148359358527e-06,0.576449993181413,0.000420553330994162,0.178084596877316,0.000146478463629785,58.5692952496544,0.0464848282622428,1.01698604910024e-08,1.12830366250047e-11,3.35593077141919e-06,3.81086906724215e-09,1.25282729296368e-05,1.35398760635473e-08,65.8031324013568,0.0596065104887149,0.200278212854398,0.000187397985182989,1.55880371239972,0.00174635492852282,2.46278990683548,0.00268637081953146,96.0561377746069,0.148711640830329,2.51988372325001,0.000985329778107074,87201,322,87201
"NWA",273,4.19548973886089,0.0205649398592642,1.6610228008187,0.0175552031844765,2.35964138329857,0.0113564921897842,6.0831082653522,0.00223746482310183,0.0292925536260656,0.000162757849224338,0.0581914877952335,0.000330789921200612,0.28180012003114,7.53725689399167e-05,0.877689095766621,0.000121119662473037,199053.133071672,104.355289395605,1.46808922699505,0.00132542890209669,0.523809249533626,0.000485857860866281,2.38135653122341e-06,2.37934378959603e-09,6.67556270639267e-06,6.52051310936621e-09,6.46515861375806e-07,6.69271398147708e-10,1.81208709555453e-06,1.83227313199171e-09,2.63174301401681e-06,3.18291972296238e-09,8.3716710706314e-06,8.54602993934783e-09,2.26532442912453e-06,2.37551407477127e-09,0.318842484999492,9.6324934388194e-05,-0.0832158557911725,3.87501541601635e-05,0.174999947951916,0.00014011221506329,0.00496327216299783,4.09224002252554e-06,0.550974452666217,0.000346134495525554,0.17704254285774,0.000141927051595577,58.1126106345818,0.0438386048956861,1.1343189336968e-08,1.14545935107906e-11,3.74258536424881e-06,3.89580578181581e-09,1.37920053051272e-05,1.37417647371499e-08,66.4754688478964,0.0603565621074362,0.202692887509364,0.000195463730133327,1.62332936962111,0.00177903181749657,2.60078674200435,0.00270583143524127,105.432801404412,0.190246695776115,2.44764071274042,0.00100890655106425,92413,576,92413
"NWA",289,3.9818401275537,0.046393356561383,1.41843211964513,0.0314634413418896,2.37386546837978,0.0250402953519957,6.00562931394695,0.00430320095631459,0.0296786682059368,0.000341475870236628,0.0583819517244895,0.000684006287992708,0.287678895237938,0.00010922855806509,0.873055808309468,0.000243535551662716,175585.089374377,169.362227221182,1.61550952787426,0.00165609120514717,0.582677285832777,0.000617109010560749,2.92114692224162e-06,3.27764422499662e-09,8.10065051159122e-06,8.84607727271697e-09,7.83685552494534e-07,8.73033898254539e-10,2.17297458300258e-06,2.3509080768677e-09,3.38717674428808e-06,6.99810387697979e-09,1.02095604417775e-05,1.39074194186553e-08,2.69907962264318e-06,3.60491768083813e-09,0.324816819030999,0.000200946674350171,-0.0827488322541407,5.90341776002875e-05,0.187186234977716,0.000203156266024367,0.00545229254655444,4.8959688467774e-06,0.540807563585666,0.000350338178682559,0.177052089710004,0.000152819387003083,57.5737853433672,0.0465103341341277,1.37702490663465e-08,1.36424474232586e-11,4.50252109396033e-06,4.60782819596009e-09,1.67084375360673e-05,1.5984398858141e-08,66.6232061743228,0.099880701099903,0.205235758163492,0.000327526777607968,1.81889158095185,0.0038806679027542,2.89756350185213,0.00487550144097146,114.762293335849,0.199126348931094,2.43342078833441,0.00095074302463072,81390,195,81390
"NWA",305,4.1704251426597,0.0359992888522071,1.5188219235387,0.0294589533170148,2.47467978679857,0.0238302152542873,5.9178769182267,0.00477100591850918,0.0295000684902418,0.000334945343617881,0.0584649202673761,0.000680527771564315,0.286306333379193,0.000129176139834924,0.869325197906885,0.000295659002439168,160127.464891511,155.880962244536,1.54862801779869,0.00198970897465386,0.559977621400514,0.000746202177186589,3.10989780538937e-06,4.44653461493217e-09,8.60224572582425e-06,1.19355125763694e-08,7.62406138295038e-07,1.06170642201455e-09,2.1088666911638e-06,2.84572239110792e-09,3.57055100025942e-06,8.89089529659967e-09,1.10634262444878e-05,1.94625654462601e-08,2.66001918029447e-06,4.56423161389206e-09,0.320948427842745,0.000273260447609516,-0.0814817757399957,6.89382825996613e-05,0.188245363451977,0.000237020241971762,0.00548922005996831,6.28326313839068e-06,0.537208025616782,0.000381550275378876,0.169565926695237,0.000163551198818537,54.531471380429,0.0495163595049491,1.40628044268536e-08,1.68770567677262e-11,4.54470937772643e-06,5.57638251213398e-09,1.84774317568315e-05,2.24384062884029e-08,62.001519792713,0.102665602454667,0.193519105614431,0.000337980105878522,1.76870989596563,0.00444860574933743,2.93026969874664,0.00565450817230503,132.037001998695,0.238026432879726,2.40002630779024,0.00114840017692413,72758,172,72758
"NWA",321,4.31529025598006,0.0206600870324155,1.72390698759179,0.0200875807699249,2.41073402434445,0.0148853026487771,6.03311712455696,0.0041460365312155,0.0279939735317202,0.000218220588551418,0.0554766130575723,0.00043932953512874,0.267906767895154,0.000119830319029044,0.877930918058074,0.00022970213071094,150442.516367126,134.672546819537,1.51973551051075,0.00217615495249918,0.540413733640875,0.000792925271183733,3.21045899038379e-06,4.92762556742391e-09,9.02909480555482e-06,1.35711854061479e-08,7.52079338770108e-07,1.15132380248628e-09,2.11514711642766e-06,3.17307332008395e-09,3.54627329988405e-06,7.93948611323133e-09,1.20058941051185e-05,2.03662447785671e-08,2.79121850982262e-06,4.62150877577626e-09,0.305840912781564,0.000183760296609063,-0.0849157718861908,7.0703266956302e-05,0.177846376024536,0.000300761703987096,0.00584711548874552,7.90746623778938e-06,0.537877550771046,0.000427956184052885,0.15380583594231,0.00015086670553258,49.5756500566863,0.045724680883453,1.53381726118424e-08,2.23562672279601e-11,4.96672359456068e-06,7.42287453226019e-09,2.11632188220765e-05,3.11558700624392e-08,54.9529045295564,0.0766684937627613,0.170987641898277,0.000253091098831357,1.71793265108144,0.00371925662083169,3.13631616819999,0.00655290211059503,121.974976679245,0.204298948404112,2.36266826565374,0.00103915414585852,49741,209,49741
"NWA",337,4.34095071141536,0.0279881219548615,1.63241709195651,0.0327176889205586,2.52595687829531,0.0200922166161747,5.92660488195418,0.00586924279770036,0.0289649721055936,0.000286495164098107,0.0577428795110721,0.000578481070138314,0.26384307311363,0.00015826120788793,0.876852986324056,0.000314753828393787,142185.082709728,234.402390158929,1.49609851287525,0.00260064820645219,0.528701004833873,0.000948498314916143,3.47939696532622e-06,6.79966934785761e-09,9.84864623541086e-06,1.8811358558263e-08,7.68395247456307e-07,1.51063530838463e-09,2.17314837327867e-06,4.14280633100231e-09,3.58920032782737e-06,1.29059912180684e-08,1.24536915704865e-05,2.97901951051902e-08,2.82997628046843e-06,6.8361152531804e-09,0.296903404874351,0.000270569841401702,-0.0841897333234858,8.73757523641838e-05,0.147417248077526,0.000481665578132542,0.00557021115943603,8.75064157095692e-06,0.528039341544536,0.000496572847061803,0.154386698692442,0.000185955570693516,49.6888570442476,0.055648463148581,1.54425059018553e-08,2.57987413795108e-11,4.99855555350131e-06,8.56121998822569e-09,2.30243066262128e-05,4.59064324006069e-08,55.1246968727462,0.104184941245894,0.173193200901962,0.000350038230834774,1.64928678765772,0.00596379692085352,2.88007649633903,0.00842951871628522,129.221000053304,0.299408312494678,2.38870548178475,0.00101005289525847,38934,104,38934
"NWA",353,4.180785521313,0.0398487031129075,1.46572810521832,0.0408573631080653,2.51985427185341,0.0186541329623892,6.012475071367,0.00504670361848096,0.0308435281083264,0.000445472401430767,0.0604467102567907,0.000802730686550645,0.263682015873495,0.000156437755770314,0.877362595844944,0.000293800576631402,141372.017624016,213.506799593815,1.57385474429624,0.00230470602789943,0.551888553729574,0.000838326286280783,3.5267056627306e-06,6.001038746904e-09,1.00637892592649e-05,1.67261949140178e-08,7.7497112853009e-07,1.21186901971034e-09,2.20982389827095e-06,3.34320157781083e-09,3.91523610799831e-06,1.02474615017629e-08,1.28379504471402e-05,2.74591961737614e-08,2.86441222520696e-06,5.70398812506673e-09,0.297913629626692,0.000269042608346146,-0.0811544228018524,9.26128305438499e-05,0.137914985046113,0.000496200875513997,0.0055748738304392,7.26916712715657e-06,0.529666803844917,0.000443881297465373,0.159495137651533,0.000169135660367249,52.0542777271017,0.0524894225862278,1.49869047239619e-08,2.08296243243255e-11,4.9141718309491e-06,7.01984982518213e-09,2.23994719419294e-05,3.63063976027563e-08,57.7315734462635,0.0932135502981691,0.178155944684231,0.000301816237825353,1.80328541631707,0.00540774276555936,3.0577971844366,0.00670324855060775,90.3743047102118,0.260002000501617,2.44291153521946,0.00149353358595853,46690,108,46690
"NOA",1,4.23512752411213,0.0307982528826557,1.4934324027693,0.0317863814294685,2.50809896727826,0.0173834729379008,5.61557917816989,0.00323675066933411,0.0279891892990216,0.000264438650277486,0.055308299931757,0.000558795017317016,0.259280039352273,0.000113627739289748,0.867868025851121,0.000202597916081964,155665.193108564,119.609597864674,1.36845274237533,0.00129418776981609,0.461334368084566,0.000442568000837664,2.74884836045647e-06,2.99771776768183e-09,8.14875807823e-06,8.72221214850055e-09,6.26129956916887e-07,6.72981235834093e-10,1.85772357703175e-06,1.97813682874041e-09,2.86966408441547e-06,4.7382211515403e-09,1.00698477562126e-05,1.29048167692436e-08,2.23019818984742e-06,2.75650600730156e-09,0.288929386555076,0.000156307135454616,-0.0880354621313324,4.40959995452638e-05,0.178122789237931,0.000204787108495518,0.00482491578171594,4.47785966213431e-06,0.508436110751014,0.000406179368948502,0.150054963108523,0.000124189035847692,48.3496052926929,0.0390734600442926,1.33117322147533e-08,1.44820458849065e-11,4.30213880976587e-06,4.73603559826409e-09,1.87758610378177e-05,1.97489034553748e-08,54.0275107729009,0.0544342504915044,0.167930125807083,0.000177030911074961,1.48027475858832,0.00212201271748866,2.63465885020393,0.00353436034298136,79.2312849421446,0.195301686836671,2.59925474616375,0.000683908137316403,114959,235,114959
"NOA",17,4.11241120596727,0.0408805410117595,1.3357324845468,0.0357212786589483,2.53553994354748,0.0276340697151812,5.67962034953528,0.00414321726836041,0.0293080257030115,0.00036288948151019,0.0581473860601407,0.000735318853693732,0.257416315683729,0.000140819319884813,0.863823661119278,0.000256860467570184,157701.815957539,108.991933000647,1.39546304795308,0.00149862631281896,0.467105543874816,0.000508940869427928,2.70663264799032e-06,3.39147547187293e-09,8.07579102027537e-06,9.88261511241405e-09,6.25036213706886e-07,7.364098859799e-10,1.86690141310811e-06,2.16800552638666e-09,2.92679329315931e-06,5.29465102755613e-09,1.00656555837802e-05,1.56920507017688e-08,2.23517472370797e-06,3.34459150805198e-09,0.292022665857969,0.000171605036420385,-0.0858457745728838,5.53535554690032e-05,0.164399060481465,0.000261184653876708,0.00460340405358909,4.84814998720038e-06,0.522971731151017,0.000552595473030303,0.157864815498966,0.000166342545513728,52.6549810168662,0.0547128640585086,1.26376759183788e-08,1.76891231283938e-11,4.23245081224004e-06,6.03805921819572e-09,1.81926059311919e-05,2.54374459874209e-08,63.21765587988,0.0967853519134679,0.189657568812886,0.000292004366304392,1.53098292228746,0.00263294169046594,2.52596070512175,0.00476568454602489,56.8744143626173,0.140884316430105,2.60337608727409,0.000795136926656361,91107,168,91107
"NOA",33,4.36044966670829,0.0202935381448247,1.57136321643656,0.0297817847763388,2.56613113384851,0.0177320146706509,5.62010323167257,0.00433169253586646,0.0292649297109267,0.000262803487527269,0.0579737227436312,0.000548652797192296,0.259523060576034,0.000136506782194857,0.858311746755854,0.000264445641117609,161618.319482984,122.367564112664,1.39723941227488,0.00144840989679791,0.467012992835473,0.00048996319842352,2.67040913804638e-06,3.0747611116749e-09,7.98634257695536e-06,9.067769567856e-09,6.10423725945341e-07,7.28862529591024e-10,1.82597467977779e-06,2.15530847087312e-09,2.79830546799582e-06,5.06703645631663e-09,9.50899605369351e-06,1.42731273649395e-08,2.08009457997849e-06,3.26045926345712e-09,0.294121893041183,0.00018397225077882,-0.0837324564996482,5.41809265339635e-05,0.161377998076259,0.000246029933887771,0.00448543204662465,4.46340347725026e-06,0.49626348077199,0.000388140259271776,0.150194967235786,0.00012713695603288,51.3264399685435,0.0419796239578049,1.23148661855565e-08,1.57820345241453e-11,4.22723369436501e-06,5.50366446377028e-09,1.84314149554619e-05,2.26729142194656e-08,61.0618765506462,0.0643370337550769,0.178975183025792,0.000196850053311342,1.46458322451569,0.00242272022455163,2.51918821703875,0.00413280477830928,59.627225977081,0.160981231324835,2.60542770825556,0.000720656797298594,105192,284,105192
"NOA",49,4.1702567706318,0.0388474556072618,1.42412343902408,0.0380284540712671,2.49850230097021,0.0279647452622355,5.65726593074277,0.00442922469724729,0.0293668016568763,0.000323248390464636,0.0580326901198183,0.000663753653694843,0.26292504938933,0.000138283183849399,0.855219346250523,0.000275390834604835,173235.26119859,146.735629971605,1.34219757097673,0.00152668416603456,0.450221381718674,0.000519575497666858,2.41973350218294e-06,3.28329336374293e-09,7.20750114202676e-06,9.60980882765426e-09,5.62594845679399e-07,7.22388045263742e-10,1.67671655874996e-06,2.11983024128624e-09,2.55915640024428e-06,4.94168070327326e-09,8.69339494034543e-06,1.40444171033595e-08,1.95940128058341e-06,2.96016619998874e-09,0.300295960651443,0.000184288510588825,-0.0847191198933701,5.23010034762248e-05,0.152597333838722,0.000237181318859835,0.00415696219884533,4.30422342575717e-06,0.493617246999767,0.000434042781677199,0.151268528309694,0.000135849704022949,52.6492189425036,0.0448001966546903,1.10447321365705e-08,1.4751588304029e-11,3.86900079899905e-06,5.2847368702595e-09,1.652971173771e-05,2.27286699425177e-08,63.6335016642318,0.0759360689021866,0.183171057017493,0.00022968251429615,1.4060355463802,0.00232836587523728,2.41215413502312,0.00410030041030574,50.60844644296,0.1704694462816,2.62444339209751,0.000826640722851781,97163,159,97163
"NOA",65,4.2548299084539,0.0330538176752481,1.51524562140441,0.034922714959102,2.50797887833222,0.0206662749913109,5.46504880608602,0.00500647067471079,0.028934734152711,0.000259758849806002,0.0571156374705227,0.000550528404563037,0.267647869804191,0.000157422117543706,0.844315129580293,0.000314320885451841,154274.733544806,131.117363702321,1.40018073741036,0.00173681845578111,0.473680973765944,0.000596936357764204,2.66796123681679e-06,3.59188624569369e-09,7.88406797102655e-06,1.04547565696135e-08,6.02200299899361e-07,8.11677505622746e-10,1.7796492097124e-06,2.36027469176731e-09,2.93237544655305e-06,6.51809380739478e-09,9.45085419128035e-06,1.87587355012524e-08,2.03137568208142e-06,4.09941068527919e-09,0.310138171741675,0.000220929407320222,-0.0825655358925305,5.87739414966278e-05,0.152869134007941,0.000286017632021273,0.00415424477706375,4.70119312893447e-06,0.454319537982002,0.000347546975472744,0.146059832583382,0.000127189319695704,51.1815219692854,0.0417950408510652,1.18629416935482e-08,1.44539852440087e-11,4.17967142273003e-06,5.1714800392415e-09,1.84638253662767e-05,2.26003248807534e-08,60.7989825376908,0.0788855157076267,0.173529796984004,0.000240462481075216,1.37508970888488,0.00338489480451779,2.58469430573601,0.0048713922512281,77.8951434289704,0.172897202352126,2.55673584743922,0.00067551552188222,100035,230,100035
"NOA",81,4.21565463583348,0.0472144121871284,1.36439503249476,0.0693280612196561,2.61974379167718,0.0356392335542949,5.72267396025405,0.00555217515893167,0.0315696980993627,0.000650143367714988,0.0622939483846648,0.00135477549548693,0.269518742732291,0.000173958998895932,0.856330247733604,0.000365603303339599,150596.393597171,225.8066697744,1.42124005643981,0.00179472340318009,0.487081130116415,0.000624427460558892,2.9042111527645e-06,4.31618421820578e-09,8.47284396092402e-06,1.24509126465847e-08,6.35317738878277e-07,8.68633651299352e-10,1.85364035199156e-06,2.49964825891976e-09,3.20434428367121e-06,9.07097997861998e-09,1.06380993856431e-05,2.39018666618118e-08,2.1594487484931e-06,4.41328667799358e-09,0.304677728148736,0.000248569714198155,-0.0806411362672449,6.82071395768422e-05,0.166996117627572,0.00031621495940948,0.00427730357123288,4.94362056469184e-06,0.458309695127234,0.000393693774690879,0.149076965261831,0.000137298890314345,51.4599377371046,0.0441986119479379,1.25666178052513e-08,1.67909405184411e-11,4.36738837985004e-06,5.96208719697186e-09,1.98175845721126e-05,2.83807013033705e-08,60.7747682886115,0.092952239020313,0.176407055754688,0.000288167886534063,1.45814384510829,0.00388124860410902,2.62373679687223,0.00589174407830505,93.7111601259789,0.236791335775212,2.56451056714564,0.000729112996267013,87684,59,87684
"NOA",97,4.18955566769554,0.0434722721018819,1.35485374856563,0.0480146592340066,2.61348712444305,0.0262695814847464,5.57514772933418,0.00611451274019793,0.0308155738305123,0.000394290633422985,0.0612042977785071,0.000811986292874678,0.270309508682546,0.000197724004409699,0.850299873994912,0.000404496203041284,146543.732317865,161.871500855613,1.35335110184923,0.00167850856638546,0.468358495460309,0.000587851182614359,2.91766930612119e-06,3.85681921727596e-09,8.4332658132205e-06,1.10662837259429e-08,6.4520431297994e-07,8.38566821749706e-10,1.86449403739511e-06,2.39789944700842e-09,3.14401130092287e-06,8.28741362455085e-09,1.02902356639168e-05,2.07968109241186e-08,2.24989196349134e-06,4.52202572876778e-09,0.30771422572705,0.000306840564249113,-0.0823121675211686,7.43206434786495e-05,0.168676148627687,0.000329494388276506,0.00429006382612159,5.00392047056563e-06,0.491641726625834,0.000535229554272668,0.157807418782792,0.00018720018421167,53.2499712578755,0.0618468215636718,1.2917246665765e-08,1.93154867984131e-11,4.38236794293568e-06,6.67915339872014e-09,1.984271720723e-05,3.10495199766105e-08,64.2478537215188,0.1305623059965,0.190414312811361,0.000395449744112768,1.45106734630645,0.00425668060475073,2.49349082394398,0.00659403169057786,132.322425891838,0.236657699848871,2.48220378742008,0.000672918008623376,88257,84,88257
