"year","doy","region","vza","mean","sd","se","date"
"2019","209","whole_amz","sif743_cor_vza45",0.405512273606564,0.15274556914254,0.000329070783055453,2019-07-28
"2019","225","whole_amz","sif743_cor_vza25",0.398051417636463,0.175628947750365,0.00039071802573028,2019-08-13
"2019","225","whole_amz","sif743_cor_vza35",0.397616754261795,0.166036425133266,0.000357118784428085,2019-08-13
"2019","225","whole_amz","sif743_cor_vza45",0.394401754362299,0.156620094713262,0.000331730672236042,2019-08-13
"2019","241","whole_amz","sif743_cor_vza25",0.420718144156535,0.176677026488776,0.000384535990242296,2019-08-29
"2019","241","whole_amz","sif743_cor_vza35",0.421224491452206,0.167865848449336,0.000356823131461379,2019-08-29
"2019","241","whole_amz","sif743_cor_vza45",0.418256794141867,0.15930872197903,0.000334920260731652,2019-08-29
"2019","257","whole_amz","sif743_cor_vza25",0.425734580881982,0.183660898403436,0.000399986515308113,2019-09-14
"2019","257","whole_amz","sif743_cor_vza35",0.429721203912692,0.182308603693835,0.000386056472682809,2019-09-14
"2019","257","whole_amz","sif743_cor_vza45",0.429807423164148,0.176124275808521,0.000369297399779087,2019-09-14
"2019","273","whole_amz","sif743_cor_vza25",0.459586002214998,0.19075656943224,0.000448330443537131,2019-09-30
"2019","273","whole_amz","sif743_cor_vza35",0.468767973183624,0.192253008939648,0.000426020932287897,2019-09-30
"2019","273","whole_amz","sif743_cor_vza45",0.467581855365698,0.183781615477561,0.000394926204614247,2019-09-30
"2019","289","whole_amz","sif743_cor_vza25",0.492708447879738,0.189221144386679,0.000428107614989228,2019-10-16
"2019","289","whole_amz","sif743_cor_vza35",0.504310347335851,0.189276040150849,0.000411014408970711,2019-10-16
"2019","289","whole_amz","sif743_cor_vza45",0.506868388712279,0.181714094798606,0.000386745680141243,2019-10-16
"2019","305","whole_amz","sif743_cor_vza25",0.473488411355383,0.191520088782771,0.000446857666241412,2019-11-01
"2019","305","whole_amz","sif743_cor_vza35",0.490541809184355,0.193779973883302,0.000430480819614235,2019-11-01
"2019","305","whole_amz","sif743_cor_vza45",0.498937154033078,0.188398816807383,0.000407264314593819,2019-11-01
"2019","321","whole_amz","sif743_cor_vza25",0.495430199719956,0.192454430299053,0.000449194217192051,2019-11-17
"2019","321","whole_amz","sif743_cor_vza35",0.510549702895978,0.192890470704072,0.00042689825615981,2019-11-17
"2019","321","whole_amz","sif743_cor_vza45",0.513327155070476,0.189396545209853,0.000407894335747022,2019-11-17
"2019","337","whole_amz","sif743_cor_vza25",0.501551799524487,0.215736835397924,0.000507514941600315,2019-12-03
"2019","337","whole_amz","sif743_cor_vza35",0.514477473728049,0.210268833613482,0.00047062153086174,2019-12-03
"2019","337","whole_amz","sif743_cor_vza45",0.517549986606414,0.204232282777207,0.000445354441483827,2019-12-03
"2019","353","whole_amz","sif743_cor_vza25",0.525349548640568,0.230807669516165,0.00061729390722576,2019-12-19
"2019","353","whole_amz","sif743_cor_vza35",0.539830205100795,0.231123160662177,0.000564499691986984,2019-12-19
"2019","353","whole_amz","sif743_cor_vza45",0.539041356853798,0.22525281999261,0.000519710114622345,2019-12-19
"2020","1","whole_amz","sif743_cor_vza25",0.505380247975883,0.214804740042172,0.000497930054260047,2020-01-01
"2020","1","whole_amz","sif743_cor_vza35",0.517521521661693,0.209155314923427,0.000460444396389777,2020-01-01
"2020","1","whole_amz","sif743_cor_vza45",0.518905770682003,0.200524682782835,0.000429795205289542,2020-01-01
"2020","17","whole_amz","sif743_cor_vza25",0.516398591511517,0.204791426659366,0.000476408596523797,2020-01-17
"2020","17","whole_amz","sif743_cor_vza35",0.525249721450528,0.198689735804154,0.000438005059437421,2020-01-17
"2020","17","whole_amz","sif743_cor_vza45",0.519642642190325,0.18807011034232,0.000403362948172447,2020-01-17
"2020","33","whole_amz","sif743_cor_vza25",0.511898195706243,0.212394742743855,0.000493147105335891,2020-02-02
"2020","33","whole_amz","sif743_cor_vza35",0.516018526522327,0.206092643048138,0.000456357185422469,2020-02-02
"2020","33","whole_amz","sif743_cor_vza45",0.512380325885684,0.195386167163992,0.000423428889556434,2020-02-02
"2020","49","whole_amz","sif743_cor_vza25",0.463920834674618,0.203512255226916,0.000496942234478705,2020-02-18
"2020","49","whole_amz","sif743_cor_vza35",0.473704667048975,0.200159056902418,0.000457052052054882,2020-02-18
"2020","49","whole_amz","sif743_cor_vza45",0.473813128372681,0.192998299223222,0.000428347104841248,2020-02-18
"2020","65","whole_amz","sif743_cor_vza25",0.461238849946831,0.201040304342502,0.000504946319205493,2020-03-05
"2020","65","whole_amz","sif743_cor_vza35",0.463182104260067,0.195060605609394,0.000452267713024227,2020-03-05
"2020","65","whole_amz","sif743_cor_vza45",0.457618548519578,0.184360662417872,0.000408373588408487,2020-03-05
"2020","81","whole_amz","sif743_cor_vza25",0.484446759825702,0.196463443261111,0.000476545702288379,2020-03-21
"2020","81","whole_amz","sif743_cor_vza35",0.487812126783417,0.189993525149195,0.000430726882067366,2020-03-21
"2020","81","whole_amz","sif743_cor_vza45",0.488031754747036,0.183922295267404,0.000402365249045466,2020-03-21
"2020","97","whole_amz","sif743_cor_vza25",0.459604092925882,0.192863747767971,0.000475770444831987,2020-04-06
"2020","97","whole_amz","sif743_cor_vza35",0.459481803908991,0.183255386842183,0.000419466241318124,2020-04-06
"2020","97","whole_amz","sif743_cor_vza45",0.459959290381844,0.175090269014088,0.000383863754017894,2020-04-06
"2020","113","whole_amz","sif743_cor_vza25",0.430843215090018,0.175083078304564,0.000418625501514703,2020-04-22
"2020","113","whole_amz","sif743_cor_vza35",0.431599953695775,0.165954656000925,0.000374241895701107,2020-04-22
"2020","113","whole_amz","sif743_cor_vza45",0.432568798647046,0.159953482801585,0.000349820072358947,2020-04-22
"2020","129","whole_amz","sif743_cor_vza25",0.427099064983065,0.182433083243812,0.000433760001709145,2020-05-08
"2020","129","whole_amz","sif743_cor_vza35",0.432153860405307,0.172081650972123,0.000384474970552694,2020-05-08
"2020","129","whole_amz","sif743_cor_vza45",0.436761775214445,0.161608361137278,0.000350711466135098,2020-05-08
"2020","145","whole_amz","sif743_cor_vza25",0.419069710444594,0.172095308142157,0.000430541101068288,2020-05-24
"2020","145","whole_amz","sif743_cor_vza35",0.421922582607844,0.163275683847862,0.000381039324114659,2020-05-24
"2020","145","whole_amz","sif743_cor_vza45",0.420634644353761,0.154415470108744,0.000344849251280871,2020-05-24
"2020","161","whole_amz","sif743_cor_vza25",0.416341696248086,0.161412058147706,0.000380086739397569,2020-06-09
"2020","161","whole_amz","sif743_cor_vza35",0.421775261399941,0.153974001907334,0.000345977545945755,2020-06-09
"2020","161","whole_amz","sif743_cor_vza45",0.422075636535479,0.146347279672164,0.000319169817995882,2020-06-09
"2020","177","whole_amz","sif743_cor_vza25",0.406143781462505,0.168088214006063,0.000398660438856247,2020-06-25
"2020","177","whole_amz","sif743_cor_vza35",0.404546524826316,0.15955211430305,0.0003576341053272,2020-06-25
"2020","177","whole_amz","sif743_cor_vza45",0.403403484092902,0.150884076487205,0.000328262603360622,2020-06-25
"2020","193","whole_amz","sif743_cor_vza25",0.413577374992678,0.171464041719989,0.000403173694623842,2020-07-11
"2020","193","whole_amz","sif743_cor_vza35",0.41244329314959,0.159716619837394,0.000355990109186246,2020-07-11
"2020","193","whole_amz","sif743_cor_vza45",0.410729842470424,0.151131393577171,0.000329281832708695,2020-07-11
"2020","209","whole_amz","sif743_cor_vza25",0.409229470550187,0.171873932247761,0.000412581942830616,2020-07-27
"2020","209","whole_amz","sif743_cor_vza35",0.407709396004208,0.163744467626719,0.000371596056921483,2020-07-27
"2020","209","whole_amz","sif743_cor_vza45",0.406289872818236,0.156058979786462,0.000346150481043047,2020-07-27
"2020","225","whole_amz","sif743_cor_vza25",0.400487973410186,0.184836483456158,0.000440098092507016,2020-08-12
"2020","225","whole_amz","sif743_cor_vza35",0.403994628601134,0.17841759741786,0.000402171041835897,2020-08-12
"2020","225","whole_amz","sif743_cor_vza45",0.404183342995967,0.171202996402619,0.000376844147886555,2020-08-12
"2020","241","whole_amz","sif743_cor_vza25",0.39668623423529,0.182227262464326,0.000443035819757804,2020-08-28
"2020","241","whole_amz","sif743_cor_vza35",0.399856961153185,0.177971413194616,0.000406960068683702,2020-08-28
"2020","241","whole_amz","sif743_cor_vza45",0.3974640014336,0.171707481556554,0.00038005033490375,2020-08-28
"2020","257","whole_amz","sif743_cor_vza25",0.431634037136798,0.187992705585578,0.00048474434217927,2020-09-13
"2020","257","whole_amz","sif743_cor_vza35",0.43159150447508,0.186190563205169,0.000447986554106287,2020-09-13
"2020","257","whole_amz","sif743_cor_vza45",0.430162046299874,0.181943305492192,0.00042252226048841,2020-09-13
"2020","273","whole_amz","sif743_cor_vza25",0.456046721159542,0.181770771059993,0.000424050389279648,2020-09-29
"2020","273","whole_amz","sif743_cor_vza35",0.459753284227019,0.184608610320076,0.000411039853648214,2020-09-29
"2020","273","whole_amz","sif743_cor_vza45",0.458224431940087,0.179974255099257,0.000390462158451313,2020-09-29
"2020","289","whole_amz","sif743_cor_vza25",0.522146560777801,0.204335083200886,0.000520834379963107,2020-10-15
"2020","289","whole_amz","sif743_cor_vza35",0.529824389489224,0.205196664706812,0.000489783914587683,2020-10-15
"2020","289","whole_amz","sif743_cor_vza45",0.529252163459535,0.201026841752615,0.000463630138758606,2020-10-15
"2020","305","whole_amz","sif743_cor_vza25",0.543928755724797,0.206561651381815,0.000551154509233306,2020-10-31
"2020","305","whole_amz","sif743_cor_vza35",0.551226883946656,0.211009773966717,0.000515176180311163,2020-10-31
"2020","305","whole_amz","sif743_cor_vza45",0.549954622728203,0.210293043168662,0.000487190335357639,2020-10-31
"2020","321","whole_amz","sif743_cor_vza25",0.540308073316325,0.21380980572084,0.000546983805825565,2020-11-16
"2020","321","whole_amz","sif743_cor_vza35",0.547356665009052,0.217028073498526,0.000517149975890187,2020-11-16
"2020","321","whole_amz","sif743_cor_vza45",0.547599813800049,0.212702284604071,0.000489758224825697,2020-11-16
"2020","337","whole_amz","sif743_cor_vza25",0.555158836788795,0.215349515595638,0.000556133879692058,2020-12-02
"2020","337","whole_amz","sif743_cor_vza35",0.556712337205018,0.219893857480222,0.000528540612329796,2020-12-02
"2020","337","whole_amz","sif743_cor_vza45",0.554660775300773,0.213667846738136,0.000495260073768509,2020-12-02
"2020","353","whole_amz","sif743_cor_vza25",0.555960939540292,0.219927291184029,0.000611858826912651,2020-12-18
"2020","353","whole_amz","sif743_cor_vza35",0.567537718337161,0.228093855321748,0.000582042554126305,2020-12-18
"2020","353","whole_amz","sif743_cor_vza45",0.572997245070363,0.229626190256721,0.000559153210503098,2020-12-18
"2021","1","whole_amz","sif743_cor_vza25",0.575090204006149,0.220655210128406,0.000634048371543658,2021-01-01
"2021","1","whole_amz","sif743_cor_vza35",0.576742049238313,0.228237263079275,0.000596161611109984,2021-01-01
"2021","1","whole_amz","sif743_cor_vza45",0.575110483631955,0.227437069243479,0.000563572814046783,2021-01-01
"2021","17","whole_amz","sif743_cor_vza25",0.589065877231884,0.245458974309525,0.00142278920990025,2021-01-17
"2021","17","whole_amz","sif743_cor_vza35",0.589789662229679,0.252434811062644,0.00123640098253671,2021-01-17
"2021","17","whole_amz","sif743_cor_vza45",0.581731151656761,0.246034230693824,0.0010598231069646,2021-01-17
"2021","33","whole_amz","sif743_cor_vza25",0.526164884506205,0.211514370475117,0.00065083501410351,2021-02-02
"2021","33","whole_amz","sif743_cor_vza35",0.528579158491349,0.212176891841545,0.000591722560441325,2021-02-02
"2021","33","whole_amz","sif743_cor_vza45",0.527525515065618,0.20953406081363,0.000549971425473476,2021-02-02
"2021","49","whole_amz","sif743_cor_vza25",0.485221039900559,0.203564372856857,0.000842781195960981,2021-02-18
"2021","49","whole_amz","sif743_cor_vza35",0.485895733483214,0.213635426598597,0.000779208866877194,2021-02-18
"2021","49","whole_amz","sif743_cor_vza45",0.4835202659298,0.210605993358323,0.000709030712536563,2021-02-18
"2021","65","whole_amz","sif743_cor_vza25",0.515345227940041,0.211505640652369,0.000696186838877216,2021-03-06
"2021","65","whole_amz","sif743_cor_vza35",0.52325165864708,0.212775645009743,0.000621534901860335,2021-03-06
"2021","65","whole_amz","sif743_cor_vza45",0.52593427722303,0.20587794700603,0.000563185344437606,2021-03-06
"2021","81","whole_amz","sif743_cor_vza25",0.45743811270686,0.191511049748029,0.000704914159334724,2021-03-22
"2021","81","whole_amz","sif743_cor_vza35",0.450853830429514,0.189837419707688,0.000622126920873423,2021-03-22
"2021","81","whole_amz","sif743_cor_vza45",0.447295833164478,0.187008326490366,0.000573720755914178,2021-03-22
"2021","97","whole_amz","sif743_cor_vza25",0.409383608246201,0.177837348937897,0.000580975495695597,2021-04-07
"2021","97","whole_amz","sif743_cor_vza35",0.418471377596803,0.175537912004403,0.000507104202132203,2021-04-07
"2021","97","whole_amz","sif743_cor_vza45",0.423390409974217,0.172903145826228,0.000464563500980628,2021-04-07
"2021","113","whole_amz","sif743_cor_vza25",0.401996698522966,0.166780347094961,0.000501307742724947,2021-04-23
"2021","113","whole_amz","sif743_cor_vza35",0.409577720104041,0.162790034383617,0.000442832076361608,2021-04-23
"2021","113","whole_amz","sif743_cor_vza45",0.411914580077915,0.159271913950151,0.000409266308176536,2021-04-23
"2021","129","whole_amz","sif743_cor_vza25",0.410415014249018,0.16536424540808,0.000448330954024162,2021-05-09
"2021","129","whole_amz","sif743_cor_vza35",0.417849001576902,0.160582676955543,0.000399430972273892,2021-05-09
"2021","129","whole_amz","sif743_cor_vza45",0.424235148248353,0.156618504320848,0.000372816671418696,2021-05-09
"2021","145","whole_amz","sif743_cor_vza25",0.407066659955093,0.160908005273878,0.000422662784782252,2021-05-25
"2021","145","whole_amz","sif743_cor_vza35",0.408535292937914,0.154441890340412,0.000374102674098158,2021-05-25
"2021","145","whole_amz","sif743_cor_vza45",0.410123871291972,0.14998522490529,0.000349351206779849,2021-05-25
"2021","161","whole_amz","sif743_cor_vza25",0.411765988717922,0.168862114260941,0.000430155288640029,2021-06-10
"2021","161","whole_amz","sif743_cor_vza35",0.411220940162354,0.160794429822846,0.000382028284796223,2021-06-10
"2021","161","whole_amz","sif743_cor_vza45",0.41171819946552,0.154266825955255,0.000354221050558818,2021-06-10
"2021","177","whole_amz","sif743_cor_vza25",0.411360382072089,0.166427836088681,0.000415659329100539,2021-06-26
"2021","177","whole_amz","sif743_cor_vza35",0.409340210344382,0.158099792133298,0.000372750411321208,2021-06-26
"2021","177","whole_amz","sif743_cor_vza45",0.40878805890753,0.152452807582207,0.000347445124107683,2021-06-26
"2021","193","whole_amz","sif743_cor_vza25",0.41931632868364,0.172142098876044,0.000410281008088038,2021-07-12
"2021","193","whole_amz","sif743_cor_vza35",0.415535210596834,0.164327982969758,0.000374257402640372,2021-07-12
"2021","193","whole_amz","sif743_cor_vza45",0.411850694837221,0.157453600827738,0.000349332377201845,2021-07-12
"2021","209","whole_amz","sif743_cor_vza25",0.417006434700722,0.17937261408752,0.000453201081703104,2021-07-28
"2021","209","whole_amz","sif743_cor_vza35",0.410675282996079,0.172554709574282,0.000407655173510022,2021-07-28
"2021","209","whole_amz","sif743_cor_vza45",0.407982742900003,0.16502698164431,0.000378471393030043,2021-07-28
"2021","225","whole_amz","sif743_cor_vza25",0.41258490633926,0.200445119783983,0.000515933008494255,2021-08-13
"2021","225","whole_amz","sif743_cor_vza35",0.405432444650332,0.18711983918187,0.000443882034478052,2021-08-13
"2021","225","whole_amz","sif743_cor_vza45",0.399371163401034,0.176125172023901,0.000399529884884228,2021-08-13
"2021","241","whole_amz","sif743_cor_vza25",0.460142286853891,0.207152582527613,0.000556285228899926,2021-08-29
"2021","241","whole_amz","sif743_cor_vza35",0.453114803699086,0.202495634101212,0.000491734760687439,2021-08-29
"2021","241","whole_amz","sif743_cor_vza45",0.442554797243063,0.191460779795217,0.000438715010525013,2021-08-29
"2021","257","whole_amz","sif743_cor_vza25",0.458990318456527,0.192939870094802,0.000493701073173299,2021-09-14
"2021","257","whole_amz","sif743_cor_vza35",0.452815280881628,0.190267887037036,0.000445010514414686,2021-09-14
"2021","257","whole_amz","sif743_cor_vza45",0.44665721015335,0.181254921566372,0.000405490979860284,2021-09-14
"2021","273","whole_amz","sif743_cor_vza25",0.505010920640963,0.189105300137265,0.000488998569330793,2021-09-30
"2021","273","whole_amz","sif743_cor_vza35",0.501017319875674,0.193588744926856,0.000461708849279343,2021-09-30
"2021","273","whole_amz","sif743_cor_vza45",0.492141497023375,0.188136171660854,0.000425731353506944,2021-09-30
"2021","289","whole_amz","sif743_cor_vza25",0.549365059188786,0.203003413425728,0.000534986972954897,2021-10-16
"2021","289","whole_amz","sif743_cor_vza35",0.555164411084797,0.210895447434543,0.000512758929173654,2021-10-16
"2021","289","whole_amz","sif743_cor_vza45",0.550549542202477,0.208250441021234,0.000481403872420106,2021-10-16
"2021","305","whole_amz","sif743_cor_vza25",0.596482858897546,0.213797938791027,0.000602388738892498,2021-11-01
"2021","305","whole_amz","sif743_cor_vza35",0.607252662867301,0.221549376139178,0.000567294478883226,2021-11-01
"2021","305","whole_amz","sif743_cor_vza45",0.601581244268116,0.221533250414424,0.000536651880730319,2021-11-01
"2021","321","whole_amz","sif743_cor_vza25",0.578369230198442,0.220377620949943,0.000644098222649558,2021-11-17
"2021","321","whole_amz","sif743_cor_vza35",0.600227535401053,0.229451167589557,0.000611298415318292,2021-11-17
"2021","321","whole_amz","sif743_cor_vza45",0.595699984644022,0.231172181553257,0.000577688597410859,2021-11-17
"2021","337","whole_amz","sif743_cor_vza25",0.558701433325045,0.234768995331802,0.000735580789116162,2021-12-03
"2021","337","whole_amz","sif743_cor_vza35",0.554503553328766,0.242534660360831,0.000676085172700397,2021-12-03
"2021","337","whole_amz","sif743_cor_vza45",0.552572120396255,0.240597125715613,0.000621619144397345,2021-12-03
"2021","353","whole_amz","sif743_cor_vza25",0.573782992060873,0.228992538146888,0.000772381448562434,2021-12-19
"2021","353","whole_amz","sif743_cor_vza35",0.590365489062831,0.23997102043381,0.000713586616659044,2021-12-19
"2021","353","whole_amz","sif743_cor_vza45",0.588503714654403,0.239551101610115,0.000660946949456102,2021-12-19
"2019","1","CA","sif743_cor_vza25",0.438328673355453,0.17155957890339,0.00105241373219517,2019-01-01
"2019","1","CA","sif743_cor_vza35",0.450445830963253,0.172464759518227,0.00097977108166154,2019-01-01
"2019","1","CA","sif743_cor_vza45",0.454851352367928,0.169790977862152,0.000921974052787839,2019-01-01
"2019","1","NOA","sif743_cor_vza25",0.406210372574796,0.171121177824306,0.000928348939694997,2019-01-01
"2019","1","NOA","sif743_cor_vza35",0.41267566198082,0.173183695968313,0.000860163879289239,2019-01-01
"2019","1","NOA","sif743_cor_vza45",0.41467244335675,0.170969701461939,0.000810619855638165,2019-01-01
"2019","1","NWA","sif743_cor_vza25",0.432645238087279,0.161019783094949,0.00103162716098972,2019-01-01
"2019","1","NWA","sif743_cor_vza35",0.429420244544627,0.156402138815502,0.000940017873655076,2019-01-01
"2019","1","NWA","sif743_cor_vza45",0.428055590939942,0.151676394905977,0.000869152184330777,2019-01-01
"2019","1","Southern","sif743_cor_vza25",0.59220198833629,0.217937886629148,0.000870950640175228,2019-01-01
"2019","1","Southern","sif743_cor_vza35",0.601305123769553,0.216867123629486,0.000798353004718255,2019-01-01
"2019","1","Southern","sif743_cor_vza45",0.600977510151814,0.208882937820543,0.000733161825024492,2019-01-01
"2019","17","CA","sif743_cor_vza25",0.428576989695062,0.181003008403282,0.00114027965387961,2019-01-17
"2019","17","CA","sif743_cor_vza35",0.444844974721426,0.174822201088656,0.0010096562236985,2019-01-17
"2019","17","CA","sif743_cor_vza45",0.442793017655283,0.168014915750936,0.000922365612422669,2019-01-17
"2019","17","NOA","sif743_cor_vza25",0.419555918014898,0.187508426620218,0.000980940037861815,2019-01-17
"2019","17","NOA","sif743_cor_vza35",0.426707478750107,0.180804659399554,0.000878427681061679,2019-01-17
"2019","17","NOA","sif743_cor_vza45",0.425668207061148,0.174188224193728,0.000818787327891128,2019-01-17
"2019","17","NWA","sif743_cor_vza25",0.471674207134288,0.185242479432847,0.00140014151532472,2019-01-17
"2019","17","NWA","sif743_cor_vza35",0.469673465989906,0.185537303116681,0.00124395672747403,2019-01-17
"2019","17","NWA","sif743_cor_vza45",0.461322697015315,0.175621227408598,0.00110055992654669,2019-01-17
"2019","17","Southern","sif743_cor_vza25",0.56501794354384,0.203509196412659,0.000757209777514142,2019-01-17
"2019","17","Southern","sif743_cor_vza35",0.573543146414386,0.197451177921426,0.000685280484969979,2019-01-17
"2019","17","Southern","sif743_cor_vza45",0.57352272262585,0.18731732703383,0.000628946484366019,2019-01-17
"2019","33","CA","sif743_cor_vza25",0.445707407569871,0.1723137500496,0.00111170161322323,2019-02-02
"2019","33","CA","sif743_cor_vza35",0.453789538869614,0.17426121003259,0.00103196278856596,2019-02-02
"2019","33","CA","sif743_cor_vza45",0.452454520724869,0.169900732656167,0.000957099893189833,2019-02-02
"2019","33","NOA","sif743_cor_vza25",0.428333241045647,0.199522161763976,0.00113531751718193,2019-02-02
"2019","33","NOA","sif743_cor_vza35",0.426460974346239,0.191468264728611,0.00100182023400547,2019-02-02
"2019","33","NOA","sif743_cor_vza45",0.422438906586527,0.184744563539431,0.000923238244785661,2019-02-02
"2019","33","NWA","sif743_cor_vza25",0.470760279299585,0.181652207351062,0.00150807152300081,2019-02-02
"2019","33","NWA","sif743_cor_vza35",0.466897611973013,0.17844424369631,0.00130320725304903,2019-02-02
"2019","33","NWA","sif743_cor_vza45",0.466125539933069,0.169403575644593,0.00109649198284688,2019-02-02
"2019","33","Southern","sif743_cor_vza25",0.574423983791215,0.204018471795777,0.000779201755946274,2019-02-02
"2019","33","Southern","sif743_cor_vza35",0.57203323423316,0.199905240191452,0.00071086209395228,2019-02-02
"2019","33","Southern","sif743_cor_vza45",0.568374383778703,0.189976994696433,0.000647079225364039,2019-02-02
"2019","49","CA","sif743_cor_vza25",0.389005093618526,0.175831955158575,0.00107420491020678,2019-02-18
"2019","49","CA","sif743_cor_vza35",0.390362911433884,0.170944195219319,0.000958893950657896,2019-02-18
"2019","49","CA","sif743_cor_vza45",0.387709326004947,0.16145172825274,0.000861986623012876,2019-02-18
"2019","49","NOA","sif743_cor_vza25",0.405347549935243,0.190321714569837,0.000979920822476789,2019-02-18
"2019","49","NOA","sif743_cor_vza35",0.402166052826612,0.186163147145575,0.000897988161928008,2019-02-18
"2019","49","NOA","sif743_cor_vza45",0.396067028306079,0.177571338152726,0.00082780467247241,2019-02-18
"2019","49","NWA","sif743_cor_vza25",0.425197603431091,0.171994108083023,0.00110363796908231,2019-02-18
"2019","49","NWA","sif743_cor_vza35",0.426753135454739,0.170558611231269,0.00100989460040195,2019-02-18
"2019","49","NWA","sif743_cor_vza45",0.42520796049165,0.163095778772368,0.000927894543911635,2019-02-18
"2019","49","Southern","sif743_cor_vza25",0.524826279244014,0.211234420477094,0.000843939048915624,2019-02-18
"2019","49","Southern","sif743_cor_vza35",0.528982644413203,0.208104775037239,0.000762032979844113,2019-02-18
"2019","49","Southern","sif743_cor_vza45",0.526915860664538,0.199340651158708,0.000698015797097919,2019-02-18
